"PFT_final","PFT_name","TaxaName","TaxaLevel","Species","Genus","Family","maximum_height"
4,"understory","Boschia grandiflora","species","grandiflora","Boschia","Malvaceae",10
4,"understory","Diplodiscus parviflorus","species","parviflorus","Diplodiscus","Malvaceae",10
4,"understory","Durio kutejensis","species","kutejensis","Durio","Malvaceae",9
4,"understory","Firmiana malayana","species","malayana","Firmiana","Malvaceae",8
4,"understory","Microcos antidesmifolia","species","antidesmifolia","Microcos","Malvaceae",12
4,"understory","Microcos cinnamomifolia","species","cinnamomifolia","Microcos","Malvaceae",4
4,"understory","Microcos crassifolia","species","crassifolia","Microcos","Malvaceae",8
4,"understory","Microcos fibrocarpa","species","fibrocarpa","Microcos","Malvaceae",9
4,"understory","Pterospermum elongatum","species","elongatum","Pterospermum","Malvaceae",8
4,"understory","Pterospermum javanicum","species","javanicum","Pterospermum","Malvaceae",11
4,"understory","Sterculia cf. cordata","species","cf. cordata","Sterculia","Malvaceae",7
4,"understory","Sterculia rubiginosa","species","rubiginosa","Sterculia","Malvaceae",11
4,"understory","Sterculia stipulata","species","stipulata","Sterculia","Malvaceae",14
4,"understory","Memecylon calyptratum","species","calyptratum","Memecylon","Melastomataceae",5
4,"understory","Memecylon oleifolium","species","oleifolium","Memecylon","Melastomataceae",9
4,"understory","Memecylon paniculatum","species","paniculatum","Memecylon","Melastomataceae",9
4,"understory","Pternandra","genus","NA","Pternandra","Melastomataceae",10
4,"understory","Pternandra coerulescens","species","coerulescens","Pternandra","Melastomataceae",8
4,"understory","Aglaia argentea","species","argentea","Aglaia","Meliaceae",12
4,"understory","Aglaia cumingiana","species","cumingiana","Aglaia","Meliaceae",5
4,"understory","Aglaia elliptica","species","elliptica","Aglaia","Meliaceae",10
4,"understory","Aglaia macrocarpa","species","macrocarpa","Aglaia","Meliaceae",9
4,"understory","Aglaia odoratissima","species","odoratissima","Aglaia","Meliaceae",10
4,"understory","Aglaia palembanica","species","palembanica","Aglaia","Meliaceae",15
4,"understory","Aglaia silvestris","species","silvestris","Aglaia","Meliaceae",13
4,"understory","Aglaia tomentosa","species","tomentosa","Aglaia","Meliaceae",11
4,"understory","Chisocheton macranthus","species","macranthus","Chisocheton","Meliaceae",9
4,"understory","Chisocheton patens","species","patens","Chisocheton","Meliaceae",12
4,"understory","Chisocheton pentandrus","species","pentandrus","Chisocheton","Meliaceae",11
4,"understory","Chisocheton sarawakanus","species","sarawakanus","Chisocheton","Meliaceae",9
4,"understory","Dysoxylum arborescens","species","arborescens","Dysoxylum","Meliaceae",10
4,"understory","Dysoxylum cyrtobotryum","species","cyrtobotryum","Dysoxylum","Meliaceae",15
4,"understory","Dysoxylum densiflorum","species","densiflorum","Dysoxylum","Meliaceae",14
4,"understory","Dysoxylum flavescens","species","flavescens","Dysoxylum","Meliaceae",16
4,"understory","Dysoxylum rugulosum","species","rugulosum","Dysoxylum","Meliaceae",9
4,"understory","Walsura pinnata","species","pinnata","Walsura","Meliaceae",7
4,"understory","Ficus beccarii","species","beccarii","Ficus","Moraceae",7
4,"understory","Ficus leptogramma","species","leptogramma","Ficus","Moraceae",7
4,"understory","Ficus treubii","species","treubii","Ficus","Moraceae",7
4,"understory","Ficus uncinata","species","uncinata","Ficus","Moraceae",4
4,"understory","Ficus variegata","species","variegata","Ficus","Moraceae",7
4,"understory","Prainea scandens","species","scandens","Prainea","Moraceae",7
4,"understory","Taxotrophis macrophylla","species","macrophylla","Taxotrophis","Moraceae",7
4,"understory","Horsfieldia crassifolia","species","crassifolia","Horsfieldia","Myristicaceae",16
4,"understory","Knema conferta","species","conferta","Knema","Myristicaceae",15
4,"understory","Knema elmeri","species","elmeri","Knema","Myristicaceae",10
4,"understory","Knema glomerata","species","glomerata","Knema","Myristicaceae",10
4,"understory","Knema latericia","species","latericia","Knema","Myristicaceae",8
4,"understory","Knema latifolia","species","latifolia","Knema","Myristicaceae",8
4,"understory","Knema laurina","species","laurina","Knema","Myristicaceae",8
4,"understory","Knema oblongata","species","oblongata","Knema","Myristicaceae",15
4,"understory","Knema pallens","species","pallens","Knema","Myristicaceae",9
4,"understory","Knema pulchra","species","pulchra","Knema","Myristicaceae",10
4,"understory","Myristica malaccensis","species","malaccensis","Myristica","Myristicaceae",8
4,"understory","Myristica maxima","species","maxima","Myristica","Myristicaceae",8
4,"understory","Myristica smythiesii","species","smythiesii","Myristica","Myristicaceae",14
4,"understory","Syzygium antisepticum","species","antisepticum","Syzygium","Myrtaceae",14
4,"understory","Syzygium borneense","species","borneense","Syzygium","Myrtaceae",5
4,"understory","Syzygium caudatilimbum","species","caudatilimbum","Syzygium","Myrtaceae",10
4,"understory","Syzygium cerasiforme","species","cerasiforme","Syzygium","Myrtaceae",9
4,"understory","Syzygium chloranthum","species","chloranthum","Syzygium","Myrtaceae",12
4,"understory","Syzygium dawsonianum","species","dawsonianum","Syzygium","Myrtaceae",13
4,"understory","Syzygium fastigiatum","species","fastigiatum","Syzygium","Myrtaceae",8
4,"understory","Syzygium hirtum","species","hirtum","Syzygium","Myrtaceae",13
4,"understory","Syzygium kunstleri","species","kunstleri","Syzygium","Myrtaceae",9
4,"understory","Syzygium leptostemon","species","leptostemon","Syzygium","Myrtaceae",7
4,"understory","Syzygium pustulatum","species","pustulatum","Syzygium","Myrtaceae",13
4,"understory","Syzygium pycnanthum","species","pycnanthum","Syzygium","Myrtaceae",13
4,"understory","Syzygium tawahense","species","tawahense","Syzygium","Myrtaceae",11
4,"understory","Syzygium tenuicaudatum","species","tenuicaudatum","Syzygium","Myrtaceae",5
4,"understory","Tristaniopsis merguensis","species","merguensis","Tristaniopsis","Myrtaceae",9
4,"understory","Strombosia javanica","species","javanica","Strombosia","Olacaceae",14
4,"understory","Chionanthus","genus","NA","Chionanthus","Oleaceae",11
4,"understory","Chionanthus curvicarpus","species","curvicarpus","Chionanthus","Oleaceae",11
4,"understory","Chionanthus macrocarpus","species","macrocarpus","Chionanthus","Oleaceae",10
4,"understory","Chionanthus pluriflorus","species","pluriflorus","Chionanthus","Oleaceae",9
4,"understory","Sarcotheca diversifolia","species","diversifolia","Sarcotheca","Oxalidaceae",12
4,"understory","Adinandra acuminata","species","acuminata","Adinandra","Pentaphylacaceae",9
4,"understory","Adinandra dumosa","species","dumosa","Adinandra","Pentaphylacaceae",10
4,"understory","Antidesma cuspidatum","species","cuspidatum","Antidesma","Phyllanthaceae",7
4,"understory","Antidesma leucopodum","species","leucopodum","Antidesma","Phyllanthaceae",12
4,"understory","Aporosa benthamiana","species","benthamiana","Aporosa","Phyllanthaceae",13
4,"understory","Aporosa confusa","species","confusa","Aporosa","Phyllanthaceae",10
4,"understory","Aporosa elmeri","species","elmeri","Aporosa","Phyllanthaceae",14
4,"understory","Aporosa falcifera","species","falcifera","Aporosa","Phyllanthaceae",11
4,"understory","Aporosa frutescens","species","frutescens","Aporosa","Phyllanthaceae",8
4,"understory","Aporosa grandistipula","species","grandistipula","Aporosa","Phyllanthaceae",12
4,"understory","Aporosa nervosa","species","nervosa","Aporosa","Phyllanthaceae",12
4,"understory","Aporosa nitida","species","nitida","Aporosa","Phyllanthaceae",14
4,"understory","Aporosa subcaudata","species","subcaudata","Aporosa","Phyllanthaceae",8
4,"understory","Baccaurea dulcis","species","dulcis","Baccaurea","Phyllanthaceae",12
4,"understory","Baccaurea edulis","species","edulis","Baccaurea","Phyllanthaceae",8
4,"understory","Baccaurea lanceolata","species","lanceolata","Baccaurea","Phyllanthaceae",9
4,"understory","Baccaurea macrocarpa","species","macrocarpa","Baccaurea","Phyllanthaceae",7
4,"understory","Baccaurea macrophylla","species","macrophylla","Baccaurea","Phyllanthaceae",16
4,"understory","Baccaurea odoratissima","species","odoratissima","Baccaurea","Phyllanthaceae",6
4,"understory","Baccaurea pubera","species","pubera","Baccaurea","Phyllanthaceae",7
4,"understory","Baccaurea tetrandra","species","tetrandra","Baccaurea","Phyllanthaceae",12
4,"understory","Cleistanthus","genus","NA","Cleistanthus","Phyllanthaceae",14
4,"understory","Cleistanthus hirsutulus","species","hirsutulus","Cleistanthus","Phyllanthaceae",5
4,"understory","Cleistanthus oblongifolius","species","oblongifolius","Cleistanthus","Phyllanthaceae",10
4,"understory","Cleistanthus pubens","species","pubens","Cleistanthus","Phyllanthaceae",14
4,"understory","Cleistanthus rufescens","species","rufescens","Cleistanthus","Phyllanthaceae",7
4,"understory","Cleistanthus vestitus","species","vestitus","Cleistanthus","Phyllanthaceae",11
4,"understory","Glochidion lutescens","species","lutescens","Glochidion","Phyllanthaceae",11
4,"understory","Glochidion obscurum","species","obscurum","Glochidion","Phyllanthaceae",8
4,"understory","Trigoniastrum hypoleucum","species","hypoleucum","Trigoniastrum","Polygalaceae",15
4,"understory","Xanthophyllum borneense","species","borneense","Xanthophyllum","Polygalaceae",15
4,"understory","Xanthophyllum flavescens","species","flavescens","Xanthophyllum","Polygalaceae",12
4,"understory","Ardisia macrophylla","species","macrophylla","Ardisia","Primulaceae",9
4,"understory","Ardisia serrata","species","serrata","Ardisia","Primulaceae",12
4,"understory","Helicia attenuata","species","attenuata","Helicia","Proteaceae",10
4,"understory","Drypetes crassipes","species","crassipes","Drypetes","Putranjivaceae",13
4,"understory","Prunus beccarii","species","beccarii","Prunus","Rosaceae",7
4,"understory","Prunus javanica","species","javanica","Prunus","Rosaceae",9
4,"understory","Gaertnera vaginans","species","vaginans","Gaertnera","Rubiaceae",7
4,"understory","Gardenia tubifera","species","tubifera","Gardenia","Rubiaceae",11
4,"understory","Ludekia borneensis","species","borneensis","Ludekia","Rubiaceae",6
4,"understory","Nauclea officinalis","species","officinalis","Nauclea","Rubiaceae",9
4,"understory","Nauclea orientalis","species","orientalis","Nauclea","Rubiaceae",7
4,"understory","Nauclea subdita","species","subdita","Nauclea","Rubiaceae",12
4,"understory","Neonauclea","genus","NA","Neonauclea","Rubiaceae",15
4,"understory","Praravinia","genus","NA","Praravinia","Rubiaceae",7
4,"understory","Ridsdalea schoemannii","species","schoemannii","Ridsdalea","Rubiaceae",7
4,"understory","Urophyllum griffithianum","species","griffithianum","Urophyllum","Rubiaceae",7
4,"understory","Urophyllum sandahanicum","species","sandahanicum","Urophyllum","Rubiaceae",13
4,"understory","Melicope lunu-ankenda","species","lunu-ankenda","Melicope","Rutaceae",9
4,"understory","Homalium","genus","NA","Homalium","Salicaceae",16
4,"understory","Dimocarpus","genus","NA","Dimocarpus","Sapindaceae",14
4,"understory","Dimocarpus longan","species","longan","Dimocarpus","Sapindaceae",14
4,"understory","Guioa","genus","NA","Guioa","Sapindaceae",16
4,"understory","Harpullia arborea","species","arborea","Harpullia","Sapindaceae",15
4,"understory","Lepisanthes","genus","NA","Lepisanthes","Sapindaceae",9
4,"understory","Nephelium cuspidatum","species","cuspidatum","Nephelium","Sapindaceae",9
4,"understory","Nephelium maingayi","species","maingayi","Nephelium","Sapindaceae",14
4,"understory","Nephelium ramboutan-ake","species","ramboutan-ake","Nephelium","Sapindaceae",15
4,"understory","Paranephelium xestophyllum","species","xestophyllum","Paranephelium","Sapindaceae",15
4,"understory","Pometia pinnata","species","pinnata","Pometia","Sapindaceae",15
4,"understory","Madhuca cf. elmeri","species","cf. elmeri","Madhuca","Sapotaceae",7
4,"understory","Madhuca elmeri","species","elmeri","Madhuca","Sapotaceae",7
4,"understory","Madhuca korthalsii","species","korthalsii","Madhuca","Sapotaceae",12
4,"understory","Madhuca mindanaensis","species","mindanaensis","Madhuca","Sapotaceae",8
4,"understory","Eurycoma longifolia","species","longifolia","Eurycoma","Simaroubaceae",10
4,"understory","Bruinsmia","genus","NA","Bruinsmia","Styracaceae",16
4,"understory","Symplocos","genus","NA","Symplocos","Symplocaceae",11
4,"understory","Symplocos cf. fasciculata","species","cf. fasciculata","Symplocos","Symplocaceae",7
4,"understory","Pyrenaria","genus","NA","Pyrenaria","Theaceae",11
4,"understory","Pyrenaria acuminata","species","acuminata","Pyrenaria","Theaceae",11
4,"understory","Gonystylus","genus","NA","Gonystylus","Thymelaeaceae",12
4,"understory","Phaleria capitata","species","capitata","Phaleria","Thymelaeaceae",9
4,"understory","Aralidium pinnatifidum","species","pinnatifidum","Aralidium","Torricelliaceae",7
4,"understory","Dendrocnide elliptica","species","elliptica","Dendrocnide","Urticaceae",14
4,"understory","Oreocnide trinervis","species","trinervis","Oreocnide","Urticaceae",6
4,"understory","Pipturus","genus","NA","Pipturus","Urticaceae",7
4,"understory","Rinorea","genus","NA","Rinorea","Violaceae",3
